order_id,order_date,customer_id,gross_amount,payment_instrument,contracted_mdr_rate,refund_amount,refund_date,expected_mdr,expected_gst_on_mdr,expected_tds,expected_net_amount
ORD-10494,2026-01-14,CUST-2762,3550.00,Card,0.02,0.00,,71.00,12.78,35.50,3430.72
ORD-10495,2026-01-27,CUST-9259,13183.14,NetBanking,0.015,0.00,,197.75,35.60,131.83,12817.96
ORD-10496,2026-01-22,CUST-4198,9467.41,UPI,0.00,0.00,,0.00,0.00,94.67,9372.74
ORD-10497,2026-01-16,CUST-6154,4163.09,Card,0.02,0.00,,83.26,14.99,41.63,4023.21
ORD-10498,2026-01-21,CUST-2348,3934.15,UPI,0.00,0.00,,0.00,0.00,39.34,3894.81
ORD-10499,2026-01-21,CUST-3044,7973.55,UPI,0.00,0.00,,0.00,0.00,79.74,7893.81
ORD-10500,2026-01-02,CUST-1727,14346.20,UPI,0.00,0.00,,0.00,0.00,143.46,14202.74
ORD-10501,2026-01-08,CUST-7581,6632.02,Card,0.02,0.00,,132.64,23.88,66.32,6409.18
ORD-10502,2026-01-26,CUST-7748,2724.61,Wallet,0.018,0.00,,49.04,8.83,27.25,2639.49
ORD-10503,2026-01-25,CUST-4740,9666.16,Card,0.02,0.00,,193.32,34.80,96.66,9341.38
ORD-10504,2026-01-04,CUST-6525,11843.90,Wallet,0.018,0.00,,213.19,38.37,118.44,11473.90
ORD-10505,2026-01-24,CUST-2185,7198.88,International Card,0.03,0.00,,215.97,38.87,71.99,6872.05
ORD-10506,2026-01-06,CUST-8429,13393.90,UPI,0.00,5384.83,2026-01-09,0.00,0.00,133.94,7875.13
ORD-10507,2026-01-08,CUST-4451,7150.70,UPI,0.00,0.00,,0.00,0.00,71.51,7079.19
ORD-10508,2026-01-03,CUST-9333,9239.55,UPI,0.00,0.00,,0.00,0.00,92.40,9147.15
ORD-10509,2026-01-13,CUST-5796,281.49,UPI,0.00,0.00,,0.00,0.00,2.81,278.68
ORD-10510,2026-01-11,CUST-5987,4416.64,UPI,0.00,0.00,,0.00,0.00,44.17,4372.47
ORD-10511,2026-01-30,CUST-6482,856.94,UPI,0.00,0.00,,0.00,0.00,8.57,848.37
ORD-10512,2026-01-17,CUST-5648,12309.46,UPI,0.00,0.00,,0.00,0.00,123.09,12186.37
ORD-10513,2026-01-23,CUST-4112,639.09,Card,0.02,207.90,2026-01-28,12.78,2.30,6.39,409.72
ORD-10514,2026-01-14,CUST-4628,6039.73,UPI,0.00,0.00,,0.00,0.00,60.40,5979.33
ORD-10515,2026-01-08,CUST-7132,4020.96,Card,0.02,0.00,,80.42,14.48,40.21,3885.85
ORD-10516,2026-01-26,CUST-7246,14319.69,Card,0.02,0.00,,286.39,51.55,143.20,13838.55
ORD-10517,2026-01-14,CUST-4741,4012.59,UPI,0.00,0.00,,0.00,0.00,40.13,3972.46
ORD-10518,2026-01-18,CUST-5033,10046.32,NetBanking,0.015,0.00,,150.69,27.12,100.46,9768.05
ORD-10519,2026-01-05,CUST-2774,6400.43,Card,0.02,0.00,,128.01,23.04,64.00,6185.38
ORD-10520,2026-01-26,CUST-8922,5450.62,Wallet,0.018,0.00,,98.11,17.66,54.51,5280.34
ORD-10521,2026-01-09,CUST-1201,5556.42,Card,0.02,2322.85,2026-01-13,111.13,20.00,55.56,3046.88
ORD-10522,2026-01-09,CUST-8544,2483.96,UPI,0.00,0.00,,0.00,0.00,24.84,2459.12
ORD-10523,2026-01-21,CUST-2628,1183.37,UPI,0.00,0.00,,0.00,0.00,11.83,1171.54
ORD-10524,2026-01-17,CUST-5008,6446.11,UPI,0.00,0.00,,0.00,0.00,64.46,6381.65
ORD-10525,2026-01-13,CUST-2998,847.34,UPI,0.00,0.00,,0.00,0.00,8.47,838.87
ORD-10526,2026-01-25,CUST-8446,12287.50,UPI,0.00,0.00,,0.00,0.00,122.88,12164.62
ORD-10527,2026-01-11,CUST-7563,10159.91,UPI,0.00,0.00,,0.00,0.00,101.60,10058.31
ORD-10528,2026-01-26,CUST-4259,3548.93,UPI,0.00,0.00,,0.00,0.00,35.49,3513.44
ORD-10529,2026-01-12,CUST-7990,11438.40,UPI,0.00,0.00,,0.00,0.00,114.38,11324.02
ORD-10530,2026-01-26,CUST-2141,10642.67,Card,0.02,0.00,,212.85,38.31,106.43,10285.08
ORD-10531,2026-01-24,CUST-8835,6571.83,UPI,0.00,0.00,,0.00,0.00,65.72,6506.11
ORD-10532,2026-01-01,CUST-3606,2486.00,UPI,0.00,0.00,,0.00,0.00,24.86,2461.14
ORD-10533,2026-01-28,CUST-2442,5240.94,UPI,0.00,0.00,,0.00,0.00,52.41,5188.53
ORD-10534,2026-01-17,CUST-2829,12737.66,UPI,0.00,0.00,,0.00,0.00,127.38,12610.28
ORD-10535,2026-01-24,CUST-2054,10386.46,UPI,0.00,0.00,,0.00,0.00,103.86,10282.60
ORD-10536,2026-01-24,CUST-4415,7680.74,Wallet,0.018,0.00,,138.25,24.89,76.81,7440.79
ORD-10537,2026-01-27,CUST-8597,658.15,UPI,0.00,0.00,,0.00,0.00,6.58,651.57
ORD-10538,2026-01-18,CUST-3309,11391.96,UPI,0.00,0.00,,0.00,0.00,113.92,11278.04
ORD-10539,2026-01-05,CUST-3169,1918.86,Wallet,0.018,0.00,,34.54,6.22,19.19,1858.91
ORD-10540,2026-01-23,CUST-7789,9123.55,NetBanking,0.015,0.00,,136.85,24.63,91.24,8870.83
ORD-10541,2026-01-13,CUST-5154,14424.81,UPI,0.00,0.00,,0.00,0.00,144.25,14280.56
ORD-10542,2026-01-16,CUST-4236,7272.60,UPI,0.00,0.00,,0.00,0.00,72.73,7199.87
ORD-10543,2026-01-21,CUST-6498,12610.53,UPI,0.00,0.00,,0.00,0.00,126.11,12484.42
ORD-10544,2026-01-13,CUST-8730,2822.13,UPI,0.00,0.00,,0.00,0.00,28.22,2793.91
ORD-10545,2026-01-21,CUST-9491,12494.19,UPI,0.00,0.00,,0.00,0.00,124.94,12369.25
ORD-10546,2026-01-24,CUST-7626,2427.72,NetBanking,0.015,0.00,,36.42,6.56,24.28,2360.46
ORD-10547,2026-01-29,CUST-7416,11071.75,UPI,0.00,0.00,,0.00,0.00,110.72,10961.03
ORD-10548,2026-01-24,CUST-7905,7029.39,Card,0.02,0.00,,140.59,25.31,70.29,6793.20
ORD-10549,2026-01-05,CUST-9848,10721.09,Wallet,0.018,0.00,,192.98,34.74,107.21,10386.16
ORD-10550,2026-01-27,CUST-2140,9066.98,UPI,0.00,0.00,,0.00,0.00,90.67,8976.31
ORD-10551,2026-01-22,CUST-7538,8329.97,UPI,0.00,0.00,,0.00,0.00,83.30,8246.67
ORD-10552,2026-01-09,CUST-1557,710.03,Wallet,0.018,0.00,,12.78,2.30,7.10,687.85
ORD-10553,2026-01-26,CUST-6867,11368.39,UPI,0.00,0.00,,0.00,0.00,113.68,11254.71
ORD-10554,2026-01-04,CUST-8269,7932.17,Card,0.02,0.00,,158.64,28.56,79.32,7665.65
ORD-10555,2026-01-27,CUST-3808,5561.57,Card,0.02,0.00,,111.23,20.02,55.62,5374.70
ORD-10556,2026-01-27,CUST-5699,12447.28,Card,0.02,0.00,,248.95,44.81,124.47,12029.05
ORD-10557,2026-01-13,CUST-5258,3167.02,UPI,0.00,0.00,,0.00,0.00,31.67,3135.35
ORD-10558,2026-01-17,CUST-3384,12735.14,NetBanking,0.015,0.00,,191.03,34.39,127.35,12382.37
ORD-10559,2026-01-06,CUST-6442,6835.12,UPI,0.00,0.00,,0.00,0.00,68.35,6766.77
ORD-10560,2026-01-23,CUST-3767,11486.43,Wallet,0.018,6157.00,2026-01-27,206.76,37.22,114.86,4970.59
ORD-10561,2026-01-10,CUST-1276,5508.99,NetBanking,0.015,0.00,,82.63,14.87,55.09,5356.40
ORD-10562,2026-01-24,CUST-5152,11942.23,International Card,0.03,0.00,,358.27,64.49,119.42,11400.05
ORD-10563,2026-01-26,CUST-5208,1529.22,UPI,0.00,414.25,2026-01-27,0.00,0.00,15.29,1099.68
ORD-10564,2026-01-01,CUST-6668,283.85,Wallet,0.018,0.00,,5.11,0.92,2.84,274.98
ORD-10565,2026-01-09,CUST-9448,12719.64,Card,0.02,0.00,,254.39,45.79,127.20,12292.26
ORD-10566,2026-01-09,CUST-5897,1349.21,UPI,0.00,0.00,,0.00,0.00,13.49,1335.72
ORD-10567,2026-01-06,CUST-2098,5362.54,UPI,0.00,0.00,,0.00,0.00,53.63,5308.91
ORD-10568,2026-01-13,CUST-6409,290.11,UPI,0.00,0.00,,0.00,0.00,2.90,287.21
ORD-10569,2026-01-02,CUST-6776,7609.24,Card,0.02,0.00,,152.18,27.39,76.09,7353.58
ORD-10570,2026-01-28,CUST-7465,1278.95,UPI,0.00,0.00,,0.00,0.00,12.79,1266.16
ORD-10571,2026-01-28,CUST-6409,4358.87,NetBanking,0.015,0.00,,65.38,11.77,43.59,4238.13
ORD-10572,2026-01-30,CUST-6686,13610.44,UPI,0.00,0.00,,0.00,0.00,136.10,13474.34
ORD-10573,2026-01-01,CUST-6789,14688.92,Card,0.02,0.00,,293.78,52.88,146.89,14195.37
ORD-10574,2026-01-25,CUST-1182,7645.64,UPI,0.00,0.00,,0.00,0.00,76.46,7569.18
ORD-10575,2026-01-08,CUST-2589,1262.28,Card,0.02,0.00,,25.25,4.55,12.62,1219.86
ORD-10576,2026-01-28,CUST-9244,12098.59,Card,0.02,0.00,,241.97,43.55,120.99,11692.08
ORD-10577,2026-01-13,CUST-8226,11675.12,UPI,0.00,0.00,,0.00,0.00,116.75,11558.37
ORD-10578,2026-01-14,CUST-5945,12391.92,Card,0.02,0.00,,247.84,44.61,123.92,11975.55
ORD-10579,2026-01-17,CUST-8758,1720.67,UPI,0.00,0.00,,0.00,0.00,17.21,1703.46
ORD-10580,2026-01-18,CUST-4167,8983.59,NetBanking,0.015,0.00,,134.75,24.26,89.84,8734.74
ORD-10581,2026-01-08,CUST-7056,5237.49,Wallet,0.018,0.00,,94.27,16.97,52.37,5073.88
ORD-10582,2026-01-28,CUST-8818,12435.38,UPI,0.00,0.00,,0.00,0.00,124.35,12311.03
ORD-10583,2026-01-02,CUST-5523,8662.78,Wallet,0.018,0.00,,155.93,28.07,86.63,8392.15
ORD-10584,2026-01-19,CUST-3224,5784.24,Wallet,0.018,0.00,,104.12,18.74,57.84,5603.54
ORD-10585,2026-01-17,CUST-9662,7508.45,UPI,0.00,0.00,,0.00,0.00,75.08,7433.37
ORD-10586,2026-01-24,CUST-8094,264.58,UPI,0.00,0.00,,0.00,0.00,2.65,261.93
ORD-10587,2026-01-13,CUST-4607,11463.36,Wallet,0.018,0.00,,206.34,37.14,114.63,11105.25
ORD-10588,2026-01-30,CUST-6832,1759.40,Card,0.02,0.00,,35.19,6.33,17.59,1700.29
ORD-10589,2026-01-10,CUST-2124,7578.85,UPI,0.00,0.00,,0.00,0.00,75.79,7503.06
ORD-10590,2026-01-03,CUST-4374,1842.47,Card,0.02,0.00,,36.85,6.63,18.42,1780.57
ORD-10591,2026-01-09,CUST-6574,11560.00,UPI,0.00,0.00,,0.00,0.00,115.60,11444.40
ORD-10592,2026-01-02,CUST-5424,13072.50,Card,0.02,0.00,,261.45,47.06,130.73,12633.26
ORD-10593,2026-01-04,CUST-2772,4570.46,UPI,0.00,0.00,,0.00,0.00,45.70,4524.76
ORD-10594,2026-01-18,CUST-8170,4871.28,Card,0.02,0.00,,97.43,17.54,48.71,4707.60
ORD-10595,2026-01-08,CUST-2461,8771.79,UPI,0.00,3801.99,2026-01-09,0.00,0.00,87.72,4882.08
ORD-10596,2026-01-22,CUST-2673,8248.32,UPI,0.00,0.00,,0.00,0.00,82.48,8165.84
ORD-10597,2026-01-13,CUST-4748,13683.82,NetBanking,0.015,0.00,,205.26,36.95,136.84,13304.77
ORD-10598,2026-01-14,CUST-1674,7494.40,UPI,0.00,0.00,,0.00,0.00,74.94,7419.46
ORD-10599,2026-01-22,CUST-5979,346.87,UPI,0.00,0.00,,0.00,0.00,3.47,343.40
ORD-10600,2026-01-28,CUST-4923,6932.80,UPI,0.00,0.00,,0.00,0.00,69.33,6863.47
ORD-10601,2026-01-28,CUST-3745,12885.52,Card,0.02,0.00,,257.71,46.39,128.86,12452.56
ORD-10602,2026-01-15,CUST-3792,1979.07,UPI,0.00,488.15,2026-01-16,0.00,0.00,19.79,1471.13
ORD-10603,2026-01-23,CUST-5025,3504.30,Card,0.02,0.00,,70.09,12.62,35.04,3386.55
ORD-10604,2026-01-16,CUST-7516,9767.59,Wallet,0.018,0.00,,175.82,31.65,97.68,9462.44
ORD-10605,2026-01-09,CUST-3207,13498.70,Card,0.02,0.00,,269.97,48.59,134.99,13045.15
ORD-10606,2026-01-08,CUST-9835,13511.94,Card,0.02,0.00,,270.24,48.64,135.12,13057.94
ORD-10607,2026-01-02,CUST-4276,11262.18,UPI,0.00,0.00,,0.00,0.00,112.62,11149.56
ORD-10608,2026-01-26,CUST-6223,14152.32,Card,0.02,0.00,,283.05,50.95,141.52,13676.80
ORD-10609,2026-01-18,CUST-7683,11698.53,UPI,0.00,0.00,,0.00,0.00,116.99,11581.54
ORD-10610,2026-01-07,CUST-1025,12738.48,UPI,0.00,0.00,,0.00,0.00,127.38,12611.10
ORD-10611,2026-01-13,CUST-4764,8003.52,Wallet,0.018,0.00,,144.06,25.93,80.04,7753.49
ORD-10612,2026-01-11,CUST-9682,12185.93,Wallet,0.018,0.00,,219.35,39.48,121.86,11805.24
ORD-10613,2026-01-22,CUST-3606,1097.31,Card,0.02,0.00,,21.95,3.95,10.97,1060.44
ORD-10614,2026-01-18,CUST-8763,9537.64,UPI,0.00,0.00,,0.00,0.00,95.38,9442.26
ORD-10615,2026-01-18,CUST-2946,11464.11,UPI,0.00,0.00,,0.00,0.00,114.64,11349.47
ORD-10616,2026-01-14,CUST-8557,4265.62,NetBanking,0.015,0.00,,63.98,11.52,42.66,4147.46
ORD-10617,2026-01-10,CUST-2932,6987.25,Card,0.02,0.00,,139.75,25.16,69.87,6752.47
ORD-10618,2026-01-08,CUST-1492,939.69,NetBanking,0.015,0.00,,14.10,2.54,9.40,913.65
ORD-10619,2026-01-13,CUST-5958,3781.26,Wallet,0.018,0.00,,68.06,12.25,37.81,3663.14
ORD-10620,2026-01-03,CUST-3743,10733.50,International Card,0.03,0.00,,322.01,57.96,107.34,10246.19
ORD-10621,2026-01-11,CUST-9548,6667.54,Card,0.02,0.00,,133.35,24.00,66.68,6443.51
ORD-10622,2026-01-22,CUST-1619,11930.41,Wallet,0.018,0.00,,214.75,38.66,119.30,11557.70
ORD-10623,2026-01-11,CUST-9436,14302.87,Wallet,0.018,0.00,,257.45,46.34,143.03,13856.05
ORD-10624,2026-01-10,CUST-9199,11641.72,UPI,0.00,0.00,,0.00,0.00,116.42,11525.30
ORD-10625,2026-01-11,CUST-6158,11763.96,Wallet,0.018,0.00,,211.75,38.12,117.64,11396.45
ORD-10626,2026-01-29,CUST-9277,9125.35,NetBanking,0.015,0.00,,136.88,24.64,91.25,8872.58
ORD-10627,2026-01-28,CUST-4583,8369.46,NetBanking,0.015,4218.54,2026-02-03,125.54,22.60,83.69,3919.09
ORD-10628,2026-01-02,CUST-4638,10987.15,UPI,0.00,0.00,,0.00,0.00,109.87,10877.28
ORD-10629,2026-01-25,CUST-5444,7317.17,Card,0.02,0.00,,146.34,26.34,73.17,7071.32
ORD-10630,2026-01-09,CUST-8927,14853.28,Wallet,0.018,0.00,,267.36,48.12,148.53,14389.27
ORD-10631,2026-01-25,CUST-5422,5701.52,UPI,0.00,0.00,,0.00,0.00,57.02,5644.50
ORD-10632,2026-01-03,CUST-8778,14273.74,Card,0.02,0.00,,285.47,51.38,142.74,13794.15
ORD-10633,2026-01-18,CUST-9307,5917.58,Card,0.02,0.00,,118.35,21.30,59.18,5718.75
ORD-10634,2026-01-01,CUST-3161,13553.10,NetBanking,0.015,0.00,,203.30,36.59,135.53,13177.68
ORD-10635,2026-01-23,CUST-4786,11326.23,UPI,0.00,0.00,,0.00,0.00,113.26,11212.97
ORD-10636,2026-01-22,CUST-2772,3528.38,UPI,0.00,0.00,,0.00,0.00,35.28,3493.10
ORD-10637,2026-01-24,CUST-1660,7847.14,Card,0.02,0.00,,156.94,28.25,78.47,7583.48
ORD-10638,2026-01-28,CUST-8470,13575.61,NetBanking,0.015,0.00,,203.63,36.65,135.76,13199.57
ORD-10639,2026-01-14,CUST-3179,12382.78,NetBanking,0.015,0.00,,185.74,33.43,123.83,12039.78
ORD-10640,2026-01-13,CUST-5316,3978.57,UPI,0.00,0.00,,0.00,0.00,39.79,3938.78
ORD-10641,2026-01-14,CUST-5570,1221.31,Wallet,0.018,0.00,,21.98,3.96,12.21,1183.16
ORD-10642,2026-01-03,CUST-4607,5418.52,NetBanking,0.015,0.00,,81.28,14.63,54.19,5268.42
ORD-10643,2026-01-17,CUST-7614,871.97,UPI,0.00,0.00,,0.00,0.00,8.72,863.25
ORD-10644,2026-01-30,CUST-5276,11530.09,UPI,0.00,0.00,,0.00,0.00,115.30,11414.79
ORD-10645,2026-01-22,CUST-6445,1008.59,Wallet,0.018,0.00,,18.15,3.27,10.09,977.08
ORD-10646,2026-01-06,CUST-4156,4698.35,UPI,0.00,2183.19,2026-01-12,0.00,0.00,46.98,2468.18
ORD-10647,2026-01-12,CUST-4109,11029.53,Card,0.02,0.00,,220.59,39.71,110.30,10658.93
ORD-10648,2026-01-13,CUST-2849,4683.38,UPI,0.00,0.00,,0.00,0.00,46.83,4636.55
ORD-10649,2026-01-27,CUST-1205,2055.28,UPI,0.00,0.00,,0.00,0.00,20.55,2034.73
ORD-10650,2026-01-04,CUST-6141,6019.29,Card,0.02,0.00,,120.39,21.67,60.19,5817.04
ORD-10651,2026-01-27,CUST-4273,505.94,UPI,0.00,0.00,,0.00,0.00,5.06,500.88
ORD-10652,2026-01-17,CUST-4722,9500.82,UPI,0.00,0.00,,0.00,0.00,95.01,9405.81
ORD-10653,2026-01-16,CUST-7579,9555.96,UPI,0.00,0.00,,0.00,0.00,95.56,9460.40
ORD-10654,2026-01-17,CUST-6310,7731.58,UPI,0.00,0.00,,0.00,0.00,77.32,7654.26
ORD-10655,2026-01-24,CUST-8361,10518.70,Card,0.02,0.00,,210.37,37.87,105.19,10165.27
ORD-10656,2026-01-01,CUST-1406,2051.85,NetBanking,0.015,0.00,,30.78,5.54,20.52,1995.01
ORD-10657,2026-01-02,CUST-1680,3089.56,UPI,0.00,0.00,,0.00,0.00,30.90,3058.66
ORD-10658,2026-01-20,CUST-3292,12876.75,Card,0.02,0.00,,257.54,46.36,128.77,12444.08
ORD-10659,2026-01-15,CUST-3230,8329.78,UPI,0.00,0.00,,0.00,0.00,83.30,8246.48
ORD-10660,2026-01-04,CUST-2567,5931.11,Wallet,0.018,2912.68,2026-01-07,106.76,19.22,59.31,2833.14
ORD-10661,2026-01-08,CUST-5173,10614.76,Wallet,0.018,0.00,,191.07,34.39,106.15,10283.15
ORD-10662,2026-01-04,CUST-7871,10632.09,NetBanking,0.015,0.00,,159.48,28.71,106.32,10337.58
ORD-10663,2026-01-17,CUST-6287,964.70,UPI,0.00,0.00,,0.00,0.00,9.65,955.05
ORD-10664,2026-01-06,CUST-1999,2852.98,NetBanking,0.015,0.00,,42.79,7.70,28.53,2773.96
ORD-10665,2026-01-12,CUST-4663,2149.38,NetBanking,0.015,0.00,,32.24,5.80,21.49,2089.85
ORD-10666,2026-01-04,CUST-4093,10156.00,Card,0.02,0.00,,203.12,36.56,101.56,9814.76
ORD-10667,2026-01-24,CUST-9566,8661.84,NetBanking,0.015,0.00,,129.93,23.39,86.62,8421.90
ORD-10668,2026-01-18,CUST-5595,10175.49,UPI,0.00,0.00,,0.00,0.00,101.75,10073.74
ORD-10669,2026-01-30,CUST-1139,9395.13,UPI,0.00,0.00,,0.00,0.00,93.95,9301.18
ORD-10670,2026-01-14,CUST-8236,1211.63,Card,0.02,0.00,,24.23,4.36,12.12,1170.92
ORD-10671,2026-01-16,CUST-4560,10344.57,UPI,0.00,0.00,,0.00,0.00,103.45,10241.12
ORD-10672,2026-01-15,CUST-8846,14177.84,Card,0.02,0.00,,283.56,51.04,141.78,13701.46
ORD-10673,2026-01-15,CUST-7358,6391.34,Card,0.02,0.00,,127.83,23.01,63.91,6176.59
ORD-10674,2026-01-29,CUST-6911,4289.52,UPI,0.00,0.00,,0.00,0.00,42.90,4246.62
ORD-10675,2026-01-26,CUST-6693,7876.77,UPI,0.00,0.00,,0.00,0.00,78.77,7798.00
ORD-10676,2026-01-05,CUST-2988,3009.27,Card,0.02,0.00,,60.19,10.83,30.09,2908.16
ORD-10677,2026-01-17,CUST-8162,9161.14,UPI,0.00,0.00,,0.00,0.00,91.61,9069.53
ORD-10678,2026-01-02,CUST-6755,8334.17,Card,0.02,0.00,,166.68,30.00,83.34,8054.15
ORD-10679,2026-01-23,CUST-2518,14281.06,UPI,0.00,0.00,,0.00,0.00,142.81,14138.25
ORD-10680,2026-01-12,CUST-4554,9797.87,UPI,0.00,5707.33,2026-01-15,0.00,0.00,97.98,3992.56
ORD-10681,2026-01-27,CUST-4849,6870.16,Card,0.02,0.00,,137.40,24.73,68.70,6639.33
ORD-10682,2026-01-27,CUST-5195,3892.96,UPI,0.00,0.00,,0.00,0.00,38.93,3854.03
ORD-10683,2026-01-19,CUST-7409,9261.42,UPI,0.00,0.00,,0.00,0.00,92.61,9168.81
ORD-10684,2026-01-21,CUST-2271,8896.27,Card,0.02,0.00,,177.93,32.03,88.96,8597.35
ORD-10685,2026-01-28,CUST-5396,8827.31,UPI,0.00,0.00,,0.00,0.00,88.27,8739.04
ORD-10686,2026-01-01,CUST-8817,6105.72,NetBanking,0.015,0.00,,91.59,16.49,61.06,5936.58
ORD-10687,2026-01-06,CUST-9367,10041.92,UPI,0.00,0.00,,0.00,0.00,100.42,9941.50
ORD-10688,2026-01-18,CUST-4490,13372.84,UPI,0.00,0.00,,0.00,0.00,133.73,13239.11
ORD-10689,2026-01-15,CUST-4676,7788.35,UPI,0.00,0.00,,0.00,0.00,77.88,7710.47
ORD-10690,2026-01-28,CUST-5138,9637.79,UPI,0.00,0.00,,0.00,0.00,96.38,9541.41
ORD-10691,2026-01-08,CUST-9560,12311.87,UPI,0.00,0.00,,0.00,0.00,123.12,12188.75
ORD-10692,2026-01-01,CUST-7136,434.04,UPI,0.00,0.00,,0.00,0.00,4.34,429.70
ORD-10693,2026-01-11,CUST-9252,6486.62,UPI,0.00,0.00,,0.00,0.00,64.87,6421.75
ORD-10694,2026-01-16,CUST-2629,14282.06,NetBanking,0.015,0.00,,214.23,38.56,142.82,13886.45
ORD-10695,2026-01-19,CUST-6283,14004.12,UPI,0.00,0.00,,0.00,0.00,140.04,13864.08
ORD-10696,2026-01-10,CUST-1869,11194.65,Card,0.02,0.00,,223.89,40.30,111.95,10818.51
ORD-10697,2026-01-19,CUST-9685,5692.47,Wallet,0.018,0.00,,102.46,18.44,56.92,5514.65
ORD-10698,2026-01-25,CUST-1294,4179.03,UPI,0.00,0.00,,0.00,0.00,41.79,4137.24
ORD-10699,2026-01-09,CUST-2873,11853.33,UPI,0.00,0.00,,0.00,0.00,118.53,11734.80
ORD-10700,2026-01-11,CUST-6307,12537.92,UPI,0.00,0.00,,0.00,0.00,125.38,12412.54
ORD-10701,2026-01-11,CUST-6668,11803.01,UPI,0.00,0.00,,0.00,0.00,118.03,11684.98
ORD-10702,2026-01-11,CUST-8352,3176.26,Card,0.02,0.00,,63.53,11.44,31.76,3069.53
ORD-10703,2026-01-11,CUST-9003,3308.43,UPI,0.00,0.00,,0.00,0.00,33.08,3275.35
ORD-10704,2026-01-06,CUST-9312,4051.50,UPI,0.00,0.00,,0.00,0.00,40.52,4010.98
ORD-10705,2026-01-05,CUST-3032,2947.57,Card,0.02,0.00,,58.95,10.61,29.48,2848.53
ORD-10706,2026-01-13,CUST-1802,12126.50,UPI,0.00,0.00,,0.00,0.00,121.27,12005.23
ORD-10707,2026-01-27,CUST-5841,8126.20,UPI,0.00,0.00,,0.00,0.00,81.26,8044.94
ORD-10708,2026-01-20,CUST-4927,11881.53,UPI,0.00,0.00,,0.00,0.00,118.82,11762.71
ORD-10709,2026-01-05,CUST-7121,5728.10,UPI,0.00,0.00,,0.00,0.00,57.28,5670.82
ORD-10710,2026-01-17,CUST-7972,6012.42,Card,0.02,0.00,,120.25,21.65,60.12,5810.40
ORD-10711,2026-01-22,CUST-3472,12910.49,Card,0.02,0.00,,258.21,46.48,129.10,12476.70
ORD-10712,2026-01-23,CUST-9143,11275.67,UPI,0.00,0.00,,0.00,0.00,112.76,11162.91
ORD-10713,2026-01-29,CUST-2700,6284.19,Card,0.02,0.00,,125.68,22.62,62.84,6073.05
ORD-10714,2026-01-16,CUST-7038,6558.21,Card,0.02,0.00,,131.16,23.61,65.58,6337.86
ORD-10715,2026-01-05,CUST-9837,11883.60,UPI,0.00,0.00,,0.00,0.00,118.84,11764.76
ORD-10716,2026-01-30,CUST-9912,6330.17,Card,0.02,0.00,,126.60,22.79,63.30,6117.48
ORD-10717,2026-01-26,CUST-2673,9592.66,Card,0.02,0.00,,191.85,34.53,95.93,9270.35
ORD-10718,2026-01-10,CUST-8178,3831.21,UPI,0.00,0.00,,0.00,0.00,38.31,3792.90
ORD-10719,2026-01-19,CUST-4453,14405.97,Card,0.02,0.00,,288.12,51.86,144.06,13921.93
ORD-10720,2026-01-15,CUST-4360,6548.38,UPI,0.00,0.00,,0.00,0.00,65.48,6482.90
ORD-10721,2026-01-15,CUST-6097,2741.07,UPI,0.00,0.00,,0.00,0.00,27.41,2713.66
ORD-10722,2026-01-22,CUST-2920,9545.00,UPI,0.00,0.00,,0.00,0.00,95.45,9449.55
ORD-10723,2026-01-17,CUST-5927,14010.28,UPI,0.00,0.00,,0.00,0.00,140.10,13870.18
ORD-10724,2026-01-17,CUST-6388,5999.52,NetBanking,0.015,0.00,,89.99,16.20,60.00,5833.33
ORD-10725,2026-01-17,CUST-1192,468.24,Card,0.02,0.00,,9.36,1.68,4.68,452.52
ORD-10726,2026-01-29,CUST-8374,13307.17,UPI,0.00,0.00,,0.00,0.00,133.07,13174.10
ORD-10727,2026-01-16,CUST-4893,10906.97,UPI,0.00,0.00,,0.00,0.00,109.07,10797.90
ORD-10728,2026-01-25,CUST-7773,11915.06,UPI,0.00,0.00,,0.00,0.00,119.15,11795.91
ORD-10729,2026-01-02,CUST-5008,13261.89,UPI,0.00,0.00,,0.00,0.00,132.62,13129.27
ORD-10730,2026-01-30,CUST-3104,12092.36,Wallet,0.018,0.00,,217.66,39.18,120.92,11714.60
ORD-10731,2026-01-08,CUST-3581,7293.05,UPI,0.00,0.00,,0.00,0.00,72.93,7220.12
ORD-10732,2026-01-15,CUST-9923,8274.66,International Card,0.03,0.00,,248.24,44.68,82.75,7898.99
ORD-10733,2026-01-13,CUST-3604,14840.42,UPI,0.00,0.00,,0.00,0.00,148.40,14692.02
ORD-10734,2026-01-10,CUST-1002,5387.70,UPI,0.00,0.00,,0.00,0.00,53.88,5333.82
ORD-10735,2026-01-30,CUST-6626,5668.33,UPI,0.00,0.00,,0.00,0.00,56.68,5611.65
ORD-10736,2026-01-27,CUST-4306,12504.24,NetBanking,0.015,0.00,,187.56,33.76,125.04,12157.88
ORD-10737,2026-01-28,CUST-2505,11637.58,UPI,0.00,0.00,,0.00,0.00,116.38,11521.20
ORD-10738,2026-01-08,CUST-1249,8310.88,UPI,0.00,0.00,,0.00,0.00,83.11,8227.77
ORD-10739,2026-01-26,CUST-4792,416.50,UPI,0.00,0.00,,0.00,0.00,4.17,412.33
ORD-10740,2026-01-27,CUST-5678,10004.76,UPI,0.00,0.00,,0.00,0.00,100.05,9904.71
