settlement_id,settlement_date,order_id,claimed_gross_amount,claimed_mdr_amount,claimed_gst_on_mdr,claimed_tds,claimed_refund_deducted,claimed_net_amount
SET-20260112,2026-01-12,ORD-10591,11560.00,0.00,0.00,115.60,0.00,11444.40
SET-20260105,2026-01-05,ORD-10592,13072.50,261.45,47.06,130.73,0.00,12633.26
SET-20260105,2026-01-05,ORD-10593,4570.46,0.00,0.00,45.70,0.00,4524.76
SET-20260119,2026-01-19,ORD-10594,4871.28,97.43,17.54,48.71,0.00,4707.60
SET-20260109,2026-01-09,ORD-10595,8771.79,0.00,0.00,87.72,3801.99,4882.08
SET-20260123,2026-01-23,ORD-10596,8248.32,0.00,0.00,82.48,0.00,8165.84
SET-20260114,2026-01-14,ORD-10597,13683.82,205.26,36.95,136.84,0.00,13304.77
SET-20260115,2026-01-15,ORD-10598,7494.40,0.00,0.00,74.94,0.00,7419.46
SET-20260123,2026-01-23,ORD-10599,346.87,0.00,0.00,3.47,0.00,343.40
SET-20260129,2026-01-29,ORD-10600,6932.80,0.00,0.00,69.33,0.00,6863.47
SET-20260129,2026-01-29,ORD-10601,12885.52,257.71,46.39,128.86,0.00,12452.56
SET-20260116,2026-01-16,ORD-10602,1979.07,0.00,0.00,19.79,488.15,1471.13
SET-20260126,2026-01-26,ORD-10603,3504.30,70.09,12.62,35.04,0.00,3386.55
SET-20260119,2026-01-19,ORD-10604,9767.59,175.82,31.65,97.68,0.00,9462.44
SET-20260112,2026-01-12,ORD-10605,13498.70,269.97,48.59,134.99,0.00,13045.15
SET-20260109,2026-01-09,ORD-10606,13511.94,270.24,48.64,135.12,0.00,13057.94
SET-20260105,2026-01-05,ORD-10607,11262.18,0.00,0.00,112.62,0.00,11149.56
SET-20260127,2026-01-27,ORD-10608,14152.32,283.05,50.95,141.52,0.00,13676.80
SET-20260119,2026-01-19,ORD-10609,11698.53,0.00,0.00,116.99,0.00,11581.54
SET-20260108,2026-01-08,ORD-10610,12738.48,0.00,0.00,127.38,0.00,12611.10
SET-20260114,2026-01-14,ORD-10611,8003.52,144.06,25.93,80.04,0.00,7753.49
SET-20260112,2026-01-12,ORD-10612,12185.93,219.35,39.48,121.86,0.00,11805.24
SET-20260123,2026-01-23,ORD-10613,1097.31,21.95,3.95,10.97,2097.31,-1000.00
SET-20260119,2026-01-19,ORD-10614,9537.64,238.44,0.00,95.38,0.00,9442.26
SET-20260119,2026-01-19,ORD-10615,11464.11,0.00,0.00,114.64,0.00,11349.47
SET-20260115,2026-01-15,ORD-10616,4265.62,63.98,11.52,42.66,0.00,4147.46
SET-20260112,2026-01-12,ORD-10617,6987.25,139.75,25.16,69.87,0.00,6752.47
SET-20260109,2026-01-09,ORD-10618,939.69,14.10,2.54,9.40,0.00,913.65
SET-20260114,2026-01-14,ORD-10619,3781.26,68.06,12.25,37.81,0.00,3663.14
SET-20260105,2026-01-05,ORD-10620,10733.50,322.01,57.96,107.34,0.00,10246.19
SET-20260112,2026-01-12,ORD-10621,6667.54,133.35,24.00,66.68,0.00,6443.51
SET-20260123,2026-01-23,ORD-10622,11930.41,214.75,38.66,119.30,0.00,11557.70
SET-20260112,2026-01-12,ORD-10623,14302.87,257.45,46.34,143.03,0.00,13856.05
SET-20260112,2026-01-12,ORD-10624,11641.72,0.00,0.00,116.42,0.00,11525.30
SET-20260112,2026-01-12,ORD-10625,11763.96,211.75,38.12,117.64,0.00,11396.45
SET-20260130,2026-01-30,ORD-10626,9125.35,136.88,24.64,91.25,0.00,8872.58
SET-20260129,2026-01-29,ORD-10627,8369.46,125.54,22.60,83.69,4218.54,3919.09
SET-20260105,2026-01-05,ORD-10628,10987.15,0.00,0.00,109.87,0.00,10877.28
SET-20260126,2026-01-26,ORD-10629,7317.17,182.93,26.34,73.17,0.00,7071.32
SET-20260112,2026-01-12,ORD-10630,14853.28,267.36,48.12,148.53,0.00,14389.27
SET-20260126,2026-01-26,ORD-10631,5701.52,0.00,0.00,57.02,0.00,5644.50
SET-20260105,2026-01-05,ORD-10632,14273.74,285.47,51.38,142.74,0.00,13794.15
SET-20260119,2026-01-19,ORD-10633,5917.58,118.35,21.30,59.18,0.00,5718.75
SET-20260102,2026-01-02,ORD-10634,13553.10,203.30,36.59,135.53,0.00,13177.68
SET-20260126,2026-01-26,ORD-10635,11326.23,0.00,0.00,113.26,0.00,11212.97
SET-20260123,2026-01-23,ORD-10636,3528.38,0.00,0.00,35.28,0.00,3493.10
SET-20260126,2026-01-26,ORD-10637,7847.14,156.94,28.25,78.47,0.00,7583.48
SET-20260129,2026-01-29,ORD-10638,13575.61,203.63,36.65,135.76,0.00,13199.57
SET-20260115,2026-01-15,ORD-10639,12382.78,185.74,33.43,123.83,0.00,12039.78
SET-20260114,2026-01-14,ORD-10640,3978.57,0.00,0.00,39.79,0.00,3938.78
SET-20260115,2026-01-15,ORD-10641,1221.31,21.98,3.96,12.21,0.00,1183.16
SET-20260105,2026-01-05,ORD-10642,5418.52,81.28,14.63,54.19,0.00,5268.42
SET-20260119,2026-01-19,ORD-10643,871.97,0.00,0.00,8.72,0.00,863.25
SET-20260202,2026-02-02,ORD-10644,11530.09,0.00,0.00,115.30,0.00,11414.79
SET-20260123,2026-01-23,ORD-10645,1008.59,18.15,3.27,10.09,0.00,977.08
SET-20260107,2026-01-07,ORD-10646,4698.35,0.00,0.00,46.98,2183.19,2468.18
SET-20260113,2026-01-13,ORD-10647,11029.53,220.59,39.71,110.30,0.00,10658.93
SET-20260114,2026-01-14,ORD-10648,4683.38,0.00,0.00,46.83,0.00,4636.55
SET-20260128,2026-01-28,ORD-10649,2055.28,0.00,0.00,20.55,0.00,2034.73
SET-20260105,2026-01-05,ORD-10650,6019.29,120.39,21.67,60.19,0.00,5817.04
SET-20260128,2026-01-28,ORD-10651,505.94,0.00,0.00,5.06,0.00,500.88
SET-20260119,2026-01-19,ORD-10652,9500.82,0.00,0.00,95.01,0.00,9405.81
SET-20260119,2026-01-19,ORD-10653,9555.96,0.00,0.00,95.56,0.00,9460.40
SET-20260119,2026-01-19,ORD-10654,7731.58,0.00,0.00,77.32,0.00,7654.26
SET-20260126,2026-01-26,ORD-10655,10518.70,210.37,37.87,105.19,0.00,10165.27
SET-20260102,2026-01-02,ORD-10656,2051.85,30.78,5.54,20.52,0.00,1995.01
SET-20260105,2026-01-05,ORD-10657,3089.56,0.00,0.00,30.90,0.00,3058.66
SET-20260121,2026-01-21,ORD-10658,12876.75,257.54,46.36,128.77,0.00,12444.08
SET-20260116,2026-01-16,ORD-10659,8329.78,0.00,0.00,83.30,0.00,8246.48
SET-20260105,2026-01-05,ORD-10660,5931.11,106.76,19.22,59.31,2912.68,2833.14
SET-20260109,2026-01-09,ORD-10661,10614.76,191.07,34.39,106.15,0.00,10283.15
SET-20260105,2026-01-05,ORD-10662,10632.09,159.48,28.71,106.32,0.00,10337.58
SET-20260119,2026-01-19,ORD-10663,964.70,0.00,0.00,9.65,0.00,955.05
SET-20260107,2026-01-07,ORD-10664,2852.98,42.79,7.70,28.53,0.00,2773.96
SET-20260113,2026-01-13,ORD-10665,2149.38,32.24,5.80,21.49,0.00,2089.85
SET-20260105,2026-01-05,ORD-10666,10156.00,203.12,36.56,101.56,0.00,9814.76
SET-20260126,2026-01-26,ORD-10667,8661.84,129.93,23.39,86.62,0.00,8421.90
SET-20260119,2026-01-19,ORD-10668,10175.49,0.00,0.00,101.75,0.00,10073.74
SET-20260202,2026-02-02,ORD-10669,9395.13,0.00,0.00,93.95,0.00,9301.18
SET-20260115,2026-01-15,ORD-10670,1211.63,24.23,4.36,12.12,0.00,1170.92
SET-20260119,2026-01-19,ORD-10671,10344.57,0.00,0.00,103.45,0.00,10241.12
SET-20260116,2026-01-16,ORD-10672,14177.84,283.56,51.04,141.78,0.00,13701.46
SET-20260116,2026-01-16,ORD-10673,6391.34,127.83,23.01,63.91,0.00,6176.59
SET-20260130,2026-01-30,ORD-10674,4289.52,0.00,0.00,42.90,0.00,4246.62
SET-20260127,2026-01-27,ORD-10675,7876.77,0.00,0.00,78.77,0.00,7798.00
SET-20260106,2026-01-06,ORD-10676,3009.27,60.19,10.83,30.09,0.00,2908.16
SET-20260119,2026-01-19,ORD-10677,9161.14,0.00,0.00,91.61,0.00,9069.53
SET-20260105,2026-01-05,ORD-10678,8334.17,166.68,30.00,83.34,0.00,8054.15
SET-20260126,2026-01-26,ORD-10679,14281.06,0.00,0.00,142.81,0.00,14138.25
SET-20260113,2026-01-13,ORD-10680,9797.87,0.00,0.00,97.98,5707.33,3992.56
SET-20260128,2026-01-28,ORD-10681,6870.16,137.40,24.73,68.70,0.00,6639.33
SET-20260128,2026-01-28,ORD-10682,3892.96,0.00,0.00,38.93,0.00,3854.03
SET-20260120,2026-01-20,ORD-10683,9261.42,0.00,0.00,92.61,0.00,9168.81
SET-20260122,2026-01-22,ORD-10684,8896.27,177.93,32.03,88.96,0.00,8597.35
SET-20260129,2026-01-29,ORD-10685,8827.31,0.00,0.00,88.27,0.00,8739.04
SET-20260102,2026-01-02,ORD-10686,6105.72,91.59,16.49,61.06,0.00,5936.58
SET-20260107,2026-01-07,ORD-10687,10041.92,0.00,0.00,100.42,0.00,9941.50
SET-20260119,2026-01-19,ORD-10688,13372.84,0.00,0.00,133.73,0.00,13239.11
SET-20260116,2026-01-16,ORD-10689,7788.35,0.00,0.00,77.88,0.00,3855.24
SET-20260129,2026-01-29,ORD-10690,9637.79,0.00,0.00,96.38,0.00,9541.41
SET-20260109,2026-01-09,ORD-10691,12311.87,0.00,0.00,123.12,0.00,12188.75
SET-20260102,2026-01-02,ORD-10692,434.04,0.00,0.00,4.34,0.00,429.70
SET-20260112,2026-01-12,ORD-10693,6486.62,0.00,0.00,64.87,0.00,6421.75
SET-20260119,2026-01-19,ORD-10694,14282.06,214.23,38.56,142.82,0.00,13886.45
SET-20260120,2026-01-20,ORD-10695,14004.12,0.00,0.00,140.04,0.00,13864.08
SET-20260112,2026-01-12,ORD-10696,11194.65,223.89,40.30,111.95,0.00,10818.51
SET-20260120,2026-01-20,ORD-10697,5692.47,102.46,18.44,56.92,0.00,2757.33
SET-20260126,2026-01-26,ORD-10698,4179.03,0.00,0.00,41.79,0.00,4137.24
SET-20260112,2026-01-12,ORD-10699,11853.33,0.00,0.00,118.53,0.00,11734.80
SET-20260112,2026-01-12,ORD-10700,12537.92,0.00,0.00,125.38,0.00,12412.54
SET-20260112,2026-01-12,ORD-10701,11803.01,0.00,0.00,118.03,0.00,11684.98
SET-20260112,2026-01-12,ORD-10702,3176.26,63.53,11.44,31.76,0.00,3069.53
SET-20260112,2026-01-12,ORD-10703,3308.43,0.00,0.00,33.08,0.00,3275.35
SET-20260107,2026-01-07,ORD-10704,4051.50,0.00,0.00,40.52,0.00,4010.98
SET-20260106,2026-01-06,ORD-10705,2947.57,58.95,10.61,29.48,0.00,2848.53
SET-20260114,2026-01-14,ORD-10706,12126.50,0.00,0.00,121.27,0.00,12005.23
SET-20260128,2026-01-28,ORD-10707,8126.20,0.00,0.00,81.26,0.00,8044.94
SET-20260121,2026-01-21,ORD-10708,11881.53,0.00,0.00,118.82,0.00,11762.71
SET-20260106,2026-01-06,ORD-10709,5728.10,0.00,0.00,57.28,0.00,5670.82
SET-20260119,2026-01-19,ORD-10710,6012.42,120.25,21.65,60.12,0.00,5810.40
SET-20260123,2026-01-23,ORD-10711,12910.49,258.21,46.48,129.10,0.00,12476.70
SET-20260126,2026-01-26,ORD-10712,11275.67,0.00,0.00,112.76,0.00,11162.91
SET-20260130,2026-01-30,ORD-10713,6284.19,125.68,22.62,62.84,0.00,6073.05
SET-20260119,2026-01-19,ORD-10714,6558.21,131.16,23.61,65.58,0.00,6337.86
SET-20260106,2026-01-06,ORD-10715,11883.60,0.00,0.00,118.84,0.00,11764.76
SET-20260202,2026-02-02,ORD-10716,6330.17,126.60,22.79,63.30,0.00,6117.48
SET-20260127,2026-01-27,ORD-10717,9592.66,191.85,34.53,95.93,0.00,9270.35
SET-20260112,2026-01-12,ORD-10718,3831.21,0.00,0.00,38.31,0.00,3792.90
SET-20260120,2026-01-20,ORD-10719,14405.97,288.12,51.86,144.06,0.00,13921.93
SET-20260116,2026-01-16,ORD-10720,6548.38,0.00,0.00,65.48,0.00,6482.90
SET-20260116,2026-01-16,ORD-10721,2741.07,0.00,0.05,27.41,0.00,2713.66
SET-20260123,2026-01-23,ORD-10722,9545.00,0.00,0.00,95.45,0.00,9449.55
SET-20260119,2026-01-19,ORD-10723,14010.28,0.00,0.00,140.10,0.00,13870.18
SET-20260119,2026-01-19,ORD-10724,5999.52,89.99,16.20,60.00,0.00,5833.33
SET-20260119,2026-01-19,ORD-10725,468.24,9.36,1.70,4.68,0.00,452.52
SET-20260130,2026-01-30,ORD-10726,13307.17,0.00,0.00,133.07,0.00,13174.10
SET-20260119,2026-01-19,ORD-10727,10906.97,0.00,0.00,109.07,0.00,10797.90
SET-20260126,2026-01-26,ORD-10728,11915.06,0.00,0.00,119.15,0.00,11795.91
SET-20260105,2026-01-05,ORD-10729,13261.89,0.00,0.00,132.62,0.00,13129.27
SET-20260202,2026-02-02,ORD-10730,12092.36,217.66,39.18,120.92,0.00,11714.60
SET-20260109,2026-01-09,ORD-10731,7293.05,0.00,0.00,72.93,0.00,3610.06
SET-20260116,2026-01-16,ORD-10732,8274.66,248.24,44.68,82.75,0.00,7898.99
SET-20260114,2026-01-14,ORD-10733,14840.42,0.00,0.00,148.40,0.00,14692.02
SET-20260112,2026-01-12,ORD-10734,5387.70,0.00,0.00,53.88,0.00,5333.82
SET-20260202,2026-02-02,ORD-10735,5668.33,0.00,0.00,56.68,0.00,5611.65
SET-20260128,2026-01-28,ORD-10736,12504.24,187.56,33.76,125.04,0.00,12157.88
SET-20260129,2026-01-29,ORD-10737,11637.58,0.00,0.00,116.38,0.00,11521.20
SET-20260109,2026-01-09,ORD-10738,8310.88,0.00,0.00,83.11,0.00,8227.77
SET-20260127,2026-01-27,ORD-10739,416.50,0.00,0.00,4.17,0.00,412.33
SET-20260128,2026-01-28,ORD-10740,10004.76,0.00,0.00,100.05,0.00,9904.71
SET-20260127,2026-01-27,ORD-10741,9037.90,180.76,32.54,90.38,0.00,8734.22
SET-20260106,2026-01-06,ORD-10742,9559.39,0.00,0.00,95.59,0.00,9463.80
SET-20260114,2026-01-14,ORD-10743,4209.95,0.00,0.00,42.10,0.00,4167.85
SET-20260109,2026-01-09,ORD-10744,3380.71,0.00,0.00,33.81,0.00,3346.90
SET-20260113,2026-01-13,ORD-10745,8457.33,169.15,30.45,84.57,0.00,8173.16
SET-20260120,2026-01-20,ORD-10746,6871.49,123.69,22.28,68.71,0.00,6656.83
SET-20260202,2026-02-02,ORD-10747,9624.07,192.48,34.65,96.24,0.00,9300.70
SET-20260202,2026-02-02,ORD-10748,3025.71,60.51,10.89,30.26,0.00,2924.05
SET-20260105,2026-01-05,ORD-10749,1134.48,22.69,4.08,11.34,0.00,1096.37
SET-20260126,2026-01-26,ORD-10750,11843.28,236.87,42.64,118.43,0.00,11445.34
SET-20260102,2026-01-02,ORD-10751,7067.05,0.00,0.00,70.67,0.00,6996.38
SET-20260105,2026-01-05,ORD-10752,8448.59,0.00,0.00,84.49,0.00,8364.10
SET-20260107,2026-01-07,ORD-10753,3175.76,0.00,0.00,31.76,0.00,3144.00
SET-20260108,2026-01-08,ORD-10754,12416.15,186.24,33.52,124.16,0.00,12072.23
SET-20260123,2026-01-23,ORD-10755,1195.39,0.00,0.00,11.95,0.00,1183.44
SET-20260112,2026-01-12,ORD-10756,11273.12,169.10,30.44,112.73,0.00,10960.85
SET-20260114,2026-01-14,ORD-10757,3774.15,0.00,0.00,37.74,0.00,3736.41
SET-20260119,2026-01-19,ORD-10758,531.90,0.00,0.00,5.32,0.00,526.58
SET-20260112,2026-01-12,ORD-10759,3633.87,0.00,0.00,36.34,0.00,3597.53
SET-20260119,2026-01-19,ORD-10760,11482.08,0.00,0.00,114.82,0.00,11367.26
SET-20260112,2026-01-12,ORD-10761,8538.25,170.77,30.74,85.38,0.00,8251.36
SET-20260112,2026-01-12,ORD-10762,14862.05,297.24,53.50,148.62,0.00,14362.69
SET-20260112,2026-01-12,ORD-10763,5960.61,0.00,0.00,59.61,0.00,5901.00
SET-20260126,2026-01-26,ORD-10764,13951.26,0.00,0.00,139.51,0.00,13811.75
SET-20260128,2026-01-28,ORD-10765,14935.34,448.06,80.65,149.35,0.00,14257.28
SET-20260119,2026-01-19,ORD-10766,10783.48,215.67,38.82,107.83,0.00,10421.16
SET-20260112,2026-01-12,ORD-10767,5563.98,83.46,15.02,55.64,0.00,5409.86
SET-20260112,2026-01-12,ORD-10768,1004.98,20.10,3.62,10.05,0.00,971.21
SET-20260123,2026-01-23,ORD-10769,8409.38,168.19,30.27,84.09,0.00,8126.83
SET-20260102,2026-01-02,ORD-10770,3221.67,0.00,0.00,32.22,0.00,3189.45
SET-20260119,2026-01-19,ORD-10771,1096.95,21.94,3.95,10.97,203.72,856.37
SET-20260113,2026-01-13,ORD-10772,12081.60,217.47,39.14,120.82,0.00,11704.17
SET-20260126,2026-01-26,ORD-10773,6147.93,0.00,0.00,61.48,0.00,6086.45
SET-20260107,2026-01-07,ORD-10774,1362.66,27.25,4.91,13.63,0.00,1316.87
SET-20260112,2026-01-12,ORD-10775,1184.61,0.00,0.00,11.85,0.00,1172.76
SET-20260121,2026-01-21,ORD-10776,13267.14,265.34,47.76,132.67,0.00,12821.37
SET-20260114,2026-01-14,ORD-10777,10315.12,0.00,0.00,103.15,0.00,10211.97
SET-20260112,2026-01-12,ORD-10778,3400.16,68.00,12.24,34.00,0.00,3285.92
SET-20260126,2026-01-26,ORD-10779,14123.44,282.47,50.84,141.23,0.00,13648.90
SET-20260129,2026-01-29,ORD-10780,6060.23,121.20,21.82,60.60,0.00,5856.61
SET-20260130,2026-01-30,ORD-10781,8367.78,167.36,30.12,83.68,0.00,8086.62
SET-20260127,2026-01-27,ORD-10782,7142.79,0.00,0.00,71.43,0.00,7071.36
SET-20260121,2026-01-21,ORD-10783,8042.24,241.27,43.43,80.42,0.00,7677.12
SET-20260109,2026-01-09,ORD-10784,328.85,0.00,0.00,3.29,0.00,325.56
SET-20260109,2026-01-09,ORD-10785,503.71,7.56,1.36,5.04,0.00,489.75
SET-20260105,2026-01-05,ORD-10786,4676.69,84.18,15.15,46.77,0.00,4530.59
SET-20260105,2026-01-05,ORD-10787,5271.15,79.07,14.23,52.71,0.00,5125.14
SET-20260126,2026-01-26,ORD-10788,10658.80,213.18,38.37,106.59,0.00,10300.66
SET-20260107,2026-01-07,ORD-10789,7681.53,0.00,0.00,76.82,0.00,7604.71
SET-20260119,2026-01-19,ORD-10790,1417.63,0.00,0.00,14.18,0.00,1403.45
SET-20260126,2026-01-26,ORD-10791,6395.39,0.00,0.00,63.95,0.00,6331.44
SET-20260119,2026-01-19,ORD-10792,10074.74,201.49,36.27,100.75,0.00,9736.23
SET-20260116,2026-01-16,ORD-10793,8162.74,122.44,22.04,81.63,0.00,7936.63
SET-20260112,2026-01-12,ORD-10794,5697.72,0.00,0.00,56.98,0.00,5640.74
SET-20260119,2026-01-19,UNKNOWN-4323,8481.77,169.64,30.54,84.82,500.00,8196.77
SET-20260126,2026-01-26,ORD-10796,12035.83,0.00,0.00,120.36,0.00,11915.47
SET-20260128,2026-01-28,ORD-10797,3107.00,55.93,10.07,31.07,0.00,3009.93
SET-20260120,2026-01-20,ORD-10798,13070.17,0.00,0.00,130.70,0.00,12939.47
SET-20260109,2026-01-09,ORD-10799,4335.36,0.00,0.00,43.35,0.00,4292.01
SET-20260122,2026-01-22,ORD-10800,3436.91,0.00,0.00,34.37,0.00,3402.54
SET-20260123,2026-01-23,ORD-10801,8469.74,0.00,0.00,84.70,0.00,8385.04
SET-20260105,2026-01-05,ORD-10802,13430.98,0.00,0.00,134.31,0.00,13296.67
SET-20260130,2026-01-30,ORD-10803,5197.21,155.92,28.07,51.97,1176.25,3785.00
SET-20260127,2026-01-27,ORD-10804,8916.21,178.32,32.10,89.16,0.00,8616.63
SET-20260112,2026-01-12,ORD-10805,9484.47,189.69,34.14,94.84,0.00,9165.80
SET-20260102,2026-01-02,ORD-10806,5398.05,0.00,0.00,53.98,0.00,5344.07
SET-20260119,2026-01-19,ORD-10807,792.87,0.00,0.00,7.93,0.00,784.94
SET-20260127,2026-01-27,ORD-10808,13644.83,0.00,0.05,136.45,0.00,13508.38
SET-20260126,2026-01-26,ORD-10809,2486.48,0.00,0.00,24.86,0.00,2461.62
SET-20260119,2026-01-19,ORD-10810,14993.45,299.87,53.98,149.93,0.00,14489.67
SET-20260202,2026-02-02,ORD-10811,10181.11,203.62,36.65,101.81,4309.67,5529.36
SET-20260121,2026-01-21,ORD-10812,13676.96,0.00,0.00,136.77,0.00,13540.19
SET-20260126,2026-01-26,ORD-10813,8357.17,0.00,0.00,83.57,0.00,8273.60
SET-20260102,2026-01-02,ORD-10814,11355.26,0.00,0.00,113.55,0.00,11241.71
SET-20260113,2026-01-13,ORD-10815,11646.04,209.63,37.73,116.46,0.00,11282.22
SET-20260128,2026-01-28,ORD-10816,3157.65,0.00,0.00,31.58,0.00,3126.07
SET-20260119,2026-01-19,ORD-10817,3706.61,74.13,13.34,37.07,0.00,3582.07
SET-20260126,2026-01-26,ORD-10818,5615.11,0.00,0.00,56.15,0.00,5558.96
SET-20260120,2026-01-20,ORD-10819,1495.72,0.00,0.00,14.96,0.00,1480.76
SET-20260126,2026-01-26,ORD-10820,4547.88,0.00,0.00,45.48,0.00,4502.40
SET-20260128,2026-01-28,ORD-10821,9870.08,0.00,0.00,98.70,0.00,9771.38
SET-20260107,2026-01-07,ORD-10822,7693.69,0.00,0.00,76.94,0.00,7616.75
SET-20260105,2026-01-05,ORD-10823,6943.16,138.86,24.99,69.43,0.00,6709.88
SET-20260105,2026-01-05,ORD-10824,6647.54,132.95,23.93,66.48,0.00,6424.18
SET-20260115,2026-01-15,ORD-10825,4834.82,72.52,13.05,48.35,0.00,4700.90
SET-20260119,2026-01-19,ORD-10826,2948.85,0.00,0.00,29.49,0.00,2919.36
SET-20260113,2026-01-13,ORD-10827,9009.15,0.00,0.00,90.09,0.00,8919.06
SET-20260126,2026-01-26,ORD-10828,7622.47,0.00,0.00,76.22,0.00,7546.25
SET-20260112,2026-01-12,ORD-10829,11317.42,226.35,40.74,113.17,0.00,10937.16
SET-20260105,2026-01-05,ORD-10830,12297.64,245.95,44.27,122.98,0.00,11884.44
SET-20260116,2026-01-16,ORD-10831,3344.22,66.88,12.04,33.44,0.00,3231.86
SET-20260105,2026-01-05,ORD-10832,5480.18,109.60,19.73,54.80,0.00,5296.05
SET-20260119,2026-01-19,ORD-10833,1784.45,0.00,0.00,17.84,0.00,1766.61
SET-20260105,2026-01-05,ORD-10834,9136.20,137.04,24.67,182.72,0.00,8883.13
SET-20260122,2026-01-22,ORD-10835,7390.10,0.00,0.00,73.90,0.00,7316.20
SET-20260127,2026-01-27,ORD-10836,2228.92,44.58,8.02,22.29,0.00,2154.03
SET-20260126,2026-01-26,ORD-10837,869.69,0.00,0.00,8.70,339.80,521.19
SET-20260129,2026-01-29,ORD-10838,7942.52,158.85,28.59,79.43,0.00,7675.65
SET-20260112,2026-01-12,ORD-10839,14151.36,0.00,0.00,141.51,0.00,14009.85
SET-20260106,2026-01-06,ORD-10840,8737.49,0.00,0.00,87.37,0.00,8650.12
SET-20260114,2026-01-14,ORD-10841,3548.87,53.23,9.58,35.49,0.00,3450.57
SET-20260109,2026-01-09,ORD-10842,9949.02,0.00,0.00,99.49,0.00,9849.53
SET-20260127,2026-01-27,ORD-10843,11272.78,225.46,40.58,112.73,0.00,10894.01
SET-20260129,2026-01-29,ORD-10844,11944.85,0.00,0.00,119.45,0.00,11825.40
SET-20260126,2026-01-26,ORD-10845,980.93,19.62,3.53,9.81,0.00,947.97
SET-20260109,2026-01-09,ORD-10846,3942.30,78.85,14.19,39.42,0.00,3809.84
SET-20260122,2026-01-22,ORD-10847,12346.30,0.00,0.00,123.46,0.00,12222.84
SET-20260109,2026-01-09,ORD-10848,12124.57,0.00,0.00,121.25,0.00,12003.32
SET-20260119,2026-01-19,ORD-10849,7107.06,0.00,0.00,71.07,0.00,7035.99
SET-20260115,2026-01-15,ORD-10850,5838.67,87.58,15.76,58.39,0.00,5676.94
SET-20260128,2026-01-28,ORD-10851,6995.04,0.00,0.00,69.95,0.00,6925.09
SET-20260107,2026-01-07,ORD-10852,6427.27,128.55,23.14,64.27,0.00,6211.31
SET-20260127,2026-01-27,ORD-10853,2586.04,51.72,9.31,25.86,0.00,2499.15
SET-20260119,2026-01-19,ORD-10854,10778.35,0.00,0.00,215.57,0.00,10670.57
SET-20260126,2026-01-26,ORD-10855,9269.38,166.85,30.03,92.69,0.00,8979.81
SET-20260119,2026-01-19,ORD-10856,5449.06,108.98,19.62,54.49,0.00,2632.99
SET-20260119,2026-01-19,ORD-10857,4930.85,0.00,0.00,49.31,0.00,4881.54
SET-20260119,2026-01-19,UNKNOWN-2432,6772.91,135.46,24.38,67.73,500.00,6545.34
SET-20260115,2026-01-15,ORD-10859,1237.60,0.00,0.00,12.38,0.00,1225.22
SET-20260128,2026-01-28,ORD-10860,13627.28,0.00,0.00,136.27,0.00,13491.01
SET-20260114,2026-01-14,ORD-10861,8444.20,0.00,0.00,84.44,0.00,8359.76
SET-20260112,2026-01-12,ORD-10862,3462.60,51.94,9.35,34.63,0.00,3366.68
SET-20260120,2026-01-20,ORD-10863,9604.13,192.08,34.57,96.04,0.00,9281.44
SET-20260112,2026-01-12,ORD-10864,837.18,16.74,3.01,8.37,0.00,809.06
SET-20260105,2026-01-05,ORD-10865,13425.20,268.50,48.33,134.25,7673.68,5300.44
SET-20260115,2026-01-15,ORD-10866,5809.80,104.58,18.82,58.10,0.00,5628.30
SET-20260119,2026-01-19,ORD-10867,8302.58,0.00,0.00,83.03,0.00,8219.55
SET-20260107,2026-01-07,ORD-10868,13288.46,265.77,47.84,132.88,0.00,12841.97
SET-20260112,2026-01-12,ORD-10869,14493.06,0.00,0.00,144.93,0.00,14348.13
SET-20260106,2026-01-06,ORD-10870,12342.32,0.00,0.00,123.42,0.00,12218.90
SET-20260123,2026-01-23,ORD-10871,4135.74,124.07,22.33,41.36,1661.59,2286.39
SET-20260115,2026-01-15,ORD-10872,6578.56,0.00,0.00,65.79,0.00,6512.77
SET-20260112,2026-01-12,ORD-10873,13329.37,0.00,0.00,133.29,0.00,13196.08
SET-20260126,2026-01-26,ORD-10874,2131.42,42.63,7.67,21.31,0.00,2059.81
SET-20260112,2026-01-12,ORD-10875,10918.64,218.37,39.31,109.19,0.00,10551.77
SET-20260112,2026-01-12,ORD-10876,9993.44,199.87,35.98,99.93,0.00,9657.66
SET-20260105,2026-01-05,ORD-10877,550.87,8.26,1.49,5.51,0.00,535.61
SET-20260126,2026-01-26,ORD-10878,3625.83,54.39,9.79,36.26,0.00,3525.39
SET-20260112,2026-01-12,ORD-10879,3362.73,0.00,0.02,33.63,1778.81,1550.29
SET-20260127,2026-01-27,ORD-10880,367.28,7.35,1.32,3.67,0.00,354.94
SET-20260119,2026-01-19,ORD-10881,8907.61,0.00,0.00,89.08,0.00,8818.53
SET-20260105,2026-01-05,ORD-10882,8123.45,162.47,29.24,81.23,0.00,7850.51
SET-20260116,2026-01-16,ORD-10883,948.48,0.00,0.00,9.48,0.00,939.00
SET-20260119,2026-01-19,ORD-10884,3545.97,53.19,9.57,35.46,0.00,3447.75
SET-20260119,2026-01-19,ORD-10885,6860.87,0.00,0.00,68.61,0.00,6792.26
SET-20260202,2026-02-02,ORD-10886,5113.57,102.27,18.41,51.14,0.00,4941.75
